Species	Dem	Slope	TPI	TRI	Cheigh	NeaDistRiv	DistRoad	DistVillage	Season	Effort	Habitat	Visibility	Dist_Nath	X	Y
Cercopithecus nictitans	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Genetta maculata	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Phataginus tricuspis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cricetomys emini	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercopithecus nictitans	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Genetta maculata	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Smutsia gigantea	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Herpestes naso	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus dorsalis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Genetta servalina	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Atilax paludinosus	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Herpestes naso	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Herpestes naso	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Herpestes naso	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Smutsia gigantea	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Smutsia gigantea	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Phataginus tricuspis	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Herpestes naso	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	PSP	347	Forest	Open	0.5	12,267776	4,925022
Tragelaphus spekii	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Potamochoerus porcus	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Genetta servalina	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Tragelaphus spekii	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Tragelaphus spekii	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercopithecus nictitans	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Cercopithecus neglectus	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Philantomba monticola	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus rufilatus	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Herpestes naso	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Cercopithecus neglectus	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Papio anubis	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Cercocebus agilis	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Philantomba monticola	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Thryonomys swinderianus	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	GSS	347	Forest	Open	0.5	12,267776	4,925022
Tragelaphus spekii	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Civettictis civetta	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Tragelaphus spekii	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Cephalophus silvicultor	595	90	-6	25	4	27	7983	10733	PSS	347	Forest	Open	0.5	12,267776	4,925022
Tragelaphus spekii	595	90	-6	25	4	27	7983	10733	GSP	347	Forest	Open	0.5	12,267776	4,925022
Kobus ellipsiprymnus	595	90	-6	25	4	27	7983	10733	GSP	347	Forest	Open	0.5	12,267776	4,925022
Kobus ellipsiprymnus	595	90	-6	25	4	27	7983	10733	GSP	347	Forest	Open	0.5	12,267776	4,925022
Smutsia gigantea	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus silvicultor	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Bdeogale nigripes	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Genetta servalina	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Civettictis civetta	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Civettictis civetta	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Civettictis civetta	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Civettictis civetta	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Syncerus caffer	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Nandinia binotata	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Civettictis civetta	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Civettictis civetta	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Tragelaphus spekii	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus callipygus	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	GSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSP	344	Forest	Open	2011	12,268153	4,943078
Tragelaphus spekii	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Herpestes naso	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Herpestes naso	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus callipygus	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Funisciurus pyrropus	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	PSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSP	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSP	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Funisciurus pyrropus	609	90	-5	21	24	259	10693	12713	PSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSP	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	PSP	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	PSP	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	PSP	344	Forest	Open	2011	12,268153	4,943078
Funisciurus pyrropus	609	90	-5	21	24	259	10693	12713	PSP	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	PSP	344	Forest	Open	2011	12,268153	4,943078
Genetta servalina	609	90	-5	21	24	259	10693	12713	PSP	344	Forest	Open	2011	12,268153	4,943078
Papio anubis	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	PSS	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Syncerus caffer	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Syncerus caffer	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cephalophus rufilatus	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cephalophus rufilatus	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Atherurus africanus	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cephalophus dorsalis	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Atilax paludinosus	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cricetomys emini	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Philantomba monticola	609	90	-5	21	24	259	10693	12713	GSP	344	Forest	Open	2011	12,268153	4,943078
Cephalophus rufilatus	604	90	-3	21	7	357	9119	14634	GSS	270	Savannah	Open	0.6	12,267685	4,96049
Cephalophus silvicultor	604	90	-3	21	7	357	9119	14634	GSS	270	Savannah	Open	0.6	12,267685	4,96049
